judul;tanggal;penulis;isi_;url
Prabowo Puji Jokowi: Saya Melihat Roda Pembangunan Negara Berjalan;Sabtu, 09 Des 2023;CNN Indonesia;Calon presiden nomor urut 2 Prabowo Subianto memuji mantan rivalnya di dua pilpres terakhir, Presiden Joko Widodo (Jokowi) dalam membangun Indonesia.;https://www.cnnindonesia.com/nasional/20231208204310-617-1034923/prabowo-puji-jokowi-saya-melihat-roda-pembangunan-negara-berjalan
Prabowo Ketawa Soal Hoaks Cekik Wamen: Kami Selalu Santuy;Sabtu, 09 Des 2023;CNN Indonesia;Calon presiden nomor urut 2 Prabowo Subianto menanggapi santai berbagai serangan hoaks, termasuk isu mencekik seorang wakil menteri di istana. Dia mengaku sering tak habis pikir dengan berbagai hoaks yang menyasarnya.;https://www.cnnindonesia.com/nasional/20231208213624-617-1034940/prabowo-ketawa-soal-hoaks-cekik-wamen-kami-selalu-santuy
Arsjad Rasjid Targetkan Ganjar-Mahfud Menang 54 Persen;Sabtu, 09 Des 2023;CNN Indonesia;Ketua Tim Pemenangan Nasional (TPN) Arsjad Rasjid menargetkan calon presiden dan wakil presiden nomor 3, Ganjar Pranowo dan Mahfud MD menang 54 persen pada Pilpres 2024 mendatang.;https://www.cnnindonesia.com/nasional/20231208133323-617-1034644/arsjad-rasjid-targetkan-ganjar-mahfud-menang-54-persen
Cak Imin Yakin Dapat 70 Persen Suara di Sumut saat Pilpres 2024;Sabtu, 09 Des 2023;CNN Indonesia;Calon wakil presiden nomor urut 1 Muhaimin Iskandar yakin akan memperoleh setidaknya 70 persen suara di Sumatera Utara saat Pilpres 2024.;https://www.cnnindonesia.com/nasional/20231208152151-617-1034731/cak-imin-yakin-dapat-70-persen-suara-di-sumut-saat-pilpres-2024
Cak Imin Bangga Pasangan AMIN Terbentuk: Belum Tentu Ada 30 Tahun Lagi;Sabtu, 09 Des 2023;CNN Indonesia;Calon wakil presiden nomor urut 1 Muhaimin Iskandar bangga bisa menjadi peserta Pilpres 2024 bersama Anies Baswedan dan diusung oleh NasDem, PKB serta PKS.;https://www.cnnindonesia.com/nasional/20231208211111-617-1034932/cak-imin-bangga-pasangan-amin-terbentuk-belum-tentu-ada-30-tahun-lagi
Di Sumut, Cak Imin Janji Bagikan Tanah Secara Adil Jika Menang Pilpres;Sabtu, 09 Des 2023;CNN Indonesia;Cawapres nomor urut 1 Muhaimin Iskandar berjanji bakal membagi-bagikan tanah kepada masyarakat jika nanti memenangkan Pilpres 2024.;https://www.cnnindonesia.com/nasional/20231208151206-617-1034723/di-sumut-cak-imin-janji-bagikan-tanah-secara-adil-jika-menang-pilpres
PPP Ancam Pecat Kader Tak Dukung Ganjar-Mahfud di Pilpres 2024;Jumat, 08 Des 2023;CNN Indonesia;Dewan Pimpinan Pusat (DPP) PPP mengancam bakal memecat kader yang tak satu suara mendukung calon presiden dan calon wakil presiden nomor urut 3 Ganjar Pranowo dan Mahfud MD dalam Pilpres 2024.;https://www.cnnindonesia.com/nasional/20231208230249-617-1034948/ppp-ancam-pecat-kader-tak-dukung-ganjar-mahfud-di-pilpres-2024
Sejumlah Kader PPP Bentuk Gerbong Dukung Prabowo-Gibran;Jumat, 08 Des 2023;CNN Indonesia;Sejumlah kader PPP melakukan deklarasi bersama Asosiasi Lawyer Muslim Indonesia (ALMI) mendukung Prabowo Subianto-Gibran Rakabuming di Pilpres 2024.;https://www.cnnindonesia.com/nasional/20231208203854-617-1034918/sejumlah-kader-ppp-bentuk-gerbong-dukung-prabowo-gibran
Prabowo Heran Iriana Jokowi Ikut Diserang Hoaks;Jumat, 08 Des 2023;CNN Indonesia;Calon presiden nomor urut 2 Prabowo Subianto heran istri Presiden Jokowi, Iriana ikut diserang hoaks. Prabowo menilai hoaks di media sosial tak pernah habis.;https://www.cnnindonesia.com/nasional/20231208205945-617-1034927/prabowo-heran-iriana-jokowi-ikut-diserang-hoaks
Timses Ganjar Buka Posko di Gedung Saksi Bisu Kematian Brigjen Mallaby;Jumat, 08 Des 2023;CNN Indonesia;Tim Pemenangan Daerah (TPD) Ganjar Pranowo-Mahfud MD Jawa Timur secara resmi menempati Gedung Internatio Surabaya, Jalan Jayengrono, Jumat (8/12) sebagai posko pemenangan.;https://www.cnnindonesia.com/nasional/20231208202103-617-1034909/timses-ganjar-buka-posko-di-gedung-saksi-bisu-kematian-brigjen-mallaby
Usai Ganjar, Prabowo Sebut Akan Kunjungi IKN;Jumat, 08 Des 2023;CNN Indonesia;Capres nomor urut 2 Prabowo Subianto mengungkap rencana berkunjung ke Ibu Kota Nusantara (IKN).;https://www.cnnindonesia.com/nasional/20231208200136-617-1034902/usai-ganjar-prabowo-sebut-akan-kunjungi-ikn
Cak Imin Mau Serius Setop TKA Ilegal: Memprihatinkan;Jumat, 08 Des 2023;CNN Indonesia;Calon wakil presiden nomor urut 1 Muhaimin Iskandar atau Cak Imin bertekad menyelesaikan permasalahan tenaga kerja asing (TKA) ilegal yang masuk ke Indonesia jika nanti memenangkan Pilpres 2024.;https://www.cnnindonesia.com/nasional/20231208193838-617-1034888/cak-imin-mau-serius-setop-tka-ilegal-memprihatinkan
Prabowo: Siapa pun yang Menang Pilpres, Saya Akan Hormat;Jumat, 08 Des 2023;CNN Indonesia;Calon presiden nomor urut 2 Prabowo Subianto menyatakan bakal menghormati siapa pun yang nanti memenangkan di Pilpres 2024.;https://www.cnnindonesia.com/nasional/20231208200133-617-1034897/prabowo-siapa-pun-yang-menang-pilpres-saya-akan-hormat
Prabowo Jawab Anies: Kalau Punya Gagasan, Tapi Mau Joget Enggak Boleh?;Jumat, 08 Des 2023;CNN Indonesia;Calon presiden (capres) nomor urut 2 Prabowo Subianto menjawab sindiran capres nomor urut 1 Anies Baswedan soal kegemaran berjoget.;https://www.cnnindonesia.com/nasional/20231208191757-617-1034878/prabowo-jawab-anies-kalau-punya-gagasan-tapi-mau-joget-enggak-boleh
KPU: Debat Perdana Pilpres 2024 Pakai Konsep Town Hall Meeting;Jumat, 08 Des 2023;CNN Indonesia;Komisi Pemilihan Umum (KPU) bakal menggelar debat kandidat Pilpres 2024 yang pertama dengan format town hall meeting pada 12 Desember.;https://www.cnnindonesia.com/nasional/20231208190205-617-1034874/kpu-debat-perdana-pilpres-2024-pakai-konsep-town-hall-meeting
Zulhas Targetkan PAN Menang di Kalimantan Timur, Pusat Indonesia;Jumat, 08 Des 2023;Info Politik |  CNN Indonesia;Ketua Umum Partai Amanat Nasional (PAN), Zulkifli Hasan (Zulhas), menargetkan partainya dapat memenangkan Pemilu 2024 di Kalimantan Timur (Kaltim). Menurutnya, Kaltim akan menjadi pusat Indonesia, sehingga PAN harus kuat di sana.;https://www.cnnindonesia.com/nasional/20231208175748-633-1034842/zulhas-targetkan-pan-menang-di-kalimantan-timur-pusat-indonesia
Ketua Bawaslu Disanksi Peringatan Keras Usai Lantik Kader NasDem;Jumat, 08 Des 2023;CNN Indonesia;Dewan Kehormatan Penyelenggara Pemilu (DKPP) menjatuhkan sanksi peringatan keras terhadap Ketua Badan Pengawas Pemilu (Bawaslu) Rahmat Bagja karena melantik kader Partai NasDem Winsi Kuhu menjadi anggota Bawaslu Kalimantan Tengah.;https://www.cnnindonesia.com/nasional/20231208175806-617-1034843/ketua-bawaslu-disanksi-peringatan-keras-usai-lantik-kader-nasdem
Zulkifli Hasan Ajak Warga Balikpapan Jaga Persatuan Meski Beda Pilihan;Jumat, 08 Des 2023;Info Politik |  CNN Indonesia;Menteri Perdagangan Zulkifli Hasan mengajak warga Balikpapan untuk menjaga persatuan di tengah tahun politik.;https://www.cnnindonesia.com/nasional/20231208175116-633-1034839/zulkifli-hasan-ajak-warga-balikpapan-jaga-persatuan-meski-beda-pilihan
Anies Tolak Joget di Lampung: Kalau Ada Gagasan, Tak Perlu Berjoget;Jumat, 08 Des 2023;CNN Indonesia;Calon presiden nomor urut 1, Anies Baswedan sempat menolak tantangan berjoget dalam sebuah acara. Menurutnya, jika punya gagasan, maka tak perlu berjoget.;https://www.cnnindonesia.com/nasional/20231208170324-617-1034809/anies-tolak-joget-di-lampung-kalau-ada-gagasan-tak-perlu-berjoget
VIDEO: Cak Imin Ziarah ke Makam Amir Hamzah, Baca Puisi 'Taman Dunia';Jumat, 08 Des 2023;Yulia |  CNN Indonesia;Calon wakil presiden nomor urut 1 Muhaimin Iskandar alias Cak Imin berziarah ke makam sastrawan Amir Hamzah di Langkat, Medan pada Jumat (8/12) pukul 13.15 WIB.;https://www.cnnindonesia.com/nasional/20231208160432-621-1034765/video-cak-imin-ziarah-ke-makam-amir-hamzah-baca-puisi-taman-dunia
Prabowo Makan hingga Joget Bersama Warga di Cilincing Jakarta Utara;Jumat, 08 Des 2023;CNN Indonesia;Calon presiden nomor urut 2, Prabowo Subianto menghadiri acara bertajuk masak besar Bobon Santoso dan Konco Prabowo, di Cilincing, Jakarta Utara, Jumat (8/12). Dalam momen itu, Prabowo ikut makan hingga berjoget.;https://www.cnnindonesia.com/nasional/20231208160045-617-1034761/prabowo-makan-hingga-joget-bersama-warga-di-cilincing-jakarta-utara
Cak Imin Ziarah Makam Sastrawan Amir Hamzah, Baca Puisi 'Taman Dunia';Jumat, 08 Des 2023;CNN Indonesia;Calon wakil presiden nomor urut 1 Muhaimin Iskandar alias Cak Imin berziarah ke makam sastrawan Amir Hamzah di Langkat, Medan, Sumatera Utara.;https://www.cnnindonesia.com/nasional/20231208150026-617-1034715/cak-imin-ziarah-makam-sastrawan-amir-hamzah-baca-puisi-taman-dunia
Mahfud Ungkit Ucapan Prabowo 'Indonesia Bubar' saat Pidato di Malaysia;Jumat, 08 Des 2023;CNN Indonesia;Cawapres nomor urut 3, Mahfud MD mengatakan Indonesia Emas 2045 tidak akan terwujud jika penegakan hukum dan keadilan tidak diterapkan dengan baik. Kedua aspek itu harus ditegakkan dengan serius.;https://www.cnnindonesia.com/nasional/20231208142717-617-1034696/mahfud-ungkit-ucapan-prabowo-indonesia-bubar-saat-pidato-di-malaysia
FOTO: Deklarasi Pendukung Ganjar-Mahfud MD di Jakarta;;Adi Ibrahim |  CNN Indonesia;;https://www.cnnindonesia.com/nasional/20231208130242-619-1034618/foto-deklarasi-pendukung-ganjar-mahfud-md-di-jakarta
Bawaslu: Kantor Kementerian Tak Boleh Jadi Tempat Kampanye;Jumat, 08 Des 2023;CNN Indonesia;Ketua Badan Pengawas Pemilu (Bawaslu) Rahmat Bagja menegaskan kantor kementerian tak boleh digunakan sebagai tempat kampanye peserta Pemilu 2024.;https://www.cnnindonesia.com/nasional/20231208130118-617-1034613/bawaslu-kantor-kementerian-tak-boleh-jadi-tempat-kampanye
Ketua Bawaslu Dijatuhi Sanksi Peringatan Buntut Langgar Kode Etik;Jumat, 08 Des 2023;CNN Indonesia;Dewan Kehormatan Penyelenggara Pemilu (DKPP) menjatuhkan sanksi peringatan terhadap Ketua Badan Pengawas Pemilu (Bawaslu) Rahmat Bagja lantaran terbukti melanggar kode etik dan pedoman perilaku penyelenggara pemilu.;https://www.cnnindonesia.com/nasional/20231208115843-617-1034586/ketua-bawaslu-dijatuhi-sanksi-peringatan-buntut-langgar-kode-etik
Kunjungi Medan, Cak Imin Disambut Selawat di Bandara Kualanamu;Jumat, 08 Des 2023;CNN Indonesia;Calon wakil presiden (cawapres) nomor urut 1, Muhaimin Iskandar alias Cak Imin tiba di Medan, Sumatera Utara, Jumat (8/12). Cak Imin bakal menjalankan sejumlah rangkaian kegiatan dalam rangka kampanye Pilpres 2024.;https://www.cnnindonesia.com/nasional/20231208113205-617-1034559/kunjungi-medan-cak-imin-disambut-selawat-di-bandara-kualanamu
Mahfud Kampanye di Malaysia, Janji Perjuangkan Hak Pekerja Migran;Jumat, 08 Des 2023;CNN Indonesia;Calon wakil presiden nomor urut 3, Mahfud MD mengajak warga negara Indonesia (WNI) di Malaysia untuk menggunakan hak pilih mereka di Pemilu 2024.;https://www.cnnindonesia.com/nasional/20231208085500-617-1034456/mahfud-kampanye-di-malaysia-janji-perjuangkan-hak-pekerja-migran
Elektabilitas 3 Capres-Cawapres di Sulawesi Berbagai Survei;Jumat, 08 Des 2023;CNN Indonesia;Lembaga-lembaga survei merekam elektabilitas para peserta Pilpres 2024 di berbagai pulau dalam beberapa bulan terakhir. Salah satunya adalah Sulawesi.;https://www.cnnindonesia.com/nasional/20231207124522-617-1034096/elektabilitas-3-capres-cawapres-di-sulawesi-berbagai-survei
Rencana Cak Imin ke Dana Desa: Kalau Pemakaian Tak Benar, Diperkecil;Jumat, 08 Des 2023;CNN Indonesia;Cawapres nomor urut 1, Muhaimin Iskandar alias Cak Imin, membuka peluang pemberian anggaran dana desa berdasarkan efektivitas penggunaan. Hal itu diharapkan jadi pendorong supaya dana desa dimanfaatkan dengan baik.;https://www.cnnindonesia.com/nasional/20231208044750-617-1034412/rencana-cak-imin-ke-dana-desa-kalau-pemakaian-tak-benar-diperkecil
Budiman: Eksekusi Kebijakan Lebih Penting daripada Kemampuan Debat;Jumat, 08 Des 2023;CNN Indonesia;Tim Kampanye Nasional (TKN) Prabowo-Gibran berpendapat keahlian mengeksekusi kebijakan lebih penting ketimbang kemampuan berdebat bagi presiden dan wakil presiden, terutama di Indonesia yang anut sistem presidensial.;https://www.cnnindonesia.com/nasional/20231208042648-617-1034411/budiman-eksekusi-kebijakan-lebih-penting-daripada-kemampuan-debat
KASN: Potensi Pelanggaran Netralitas Pemilu 2024 Capai 10 Ribu Kasus;Jumat, 08 Des 2023;CNN Indonesia;Komisi Aparatur Sipil Negara (KASN) mengungkap adanya potensi pelanggaran netralitas ASN pada Pemilu 2024 yang diperkirakan mencapai 8 ribu hingga 10 ribu kasus.;https://www.cnnindonesia.com/nasional/20231207200925-617-1034362/kasn-potensi-pelanggaran-netralitas-pemilu-2024-capai-10-ribu-kasus
Pimpinan Komisi III DPR Isyaratkan Panja Netralitas Polri Tak Dibentuk;Jumat, 08 Des 2023;CNN Indonesia;Wakil Ketua Komisi III DPR Ahmad Sahroni menyebut saat ini pihaknya belum berencana untuk membentuk panitia kerja (panja) soal netralitas Polri jelang Pemilu dan Pilpres 2024.;https://www.cnnindonesia.com/nasional/20231207160303-32-1034240/pimpinan-komisi-iii-dpr-isyaratkan-panja-netralitas-polri-tak-dibentuk
Sandi Akan Dalami Dugaan Jadwal Kunker Jokowi Bocor ke TPN Ganjar;Jumat, 08 Des 2023;CNN Indonesia;Ketua Dewan Pakar TPN Ganjar-Mahfud Sandiaga Uno merespons dugaan ada pihak yang membocorkan jadwal Presiden Joko Widodo sehingga Jokowi bak membuntuti kampanye capres Ganjar Pranowo dalam beberapa waktu terakhir.;https://www.cnnindonesia.com/nasional/20231208033117-617-1034408/sandi-akan-dalami-dugaan-jadwal-kunker-jokowi-bocor-ke-tpn-ganjar
Ogoh-ogoh Dibakar Depan KPU DIY, Tuntut Debat Cawapres Tanpa Capres;Jumat, 08 Des 2023;CNN Indonesia;Sebuah ogoh-ogoh atau patung raksasa 'dibakar' di depan Kantor Komisi Pemilihan Umum Daerah Istimewa Yogyakarta (KPU DIY), Umbulharjo, Kota Yogyakarta, Kamis (7/12).;https://www.cnnindonesia.com/nasional/20231208022100-617-1034405/ogoh-ogoh-dibakar-depan-kpu-diy-tuntut-debat-cawapres-tanpa-capres
Warga Wadas Nyatakan Tak Dukung Capres-Cawapres Manapun;Kamis, 07 Des 2023;CNN Indonesia;Warga Desa Wadas, Kecamatan Bener, Purworejo, Jawa Tengah menyatakan tak memberikan mendukung pada calon presiden-calon wakil presiden manapun di Pilpres 2024 ini. Hal ini terkait dengan pernyataan dukungan kelompok yang menamakan diri Pejuang Wadas yang mendukung pasangan Prabowo-Gibran.;https://www.cnnindonesia.com/nasional/20231207195946-20-1034358/warga-wadas-nyatakan-tak-dukung-capres-cawapres-manapun
Tema Final Debat Capres-cawapres Pilpres 2024;Kamis, 07 Des 2023;CNN Indonesia;Komisi Pemilihan Umum (KPU) mengubah urutan tema yang akan dibahas dalam debat calon presiden dan wakil presiden (capres-cawapres) Pilpres 2024.;https://www.cnnindonesia.com/nasional/20231207201103-617-1034364/tema-final-debat-capres-cawapres-pilpres-2024
Sentil Tol Sumatera, Anies Sindir Kaya & Miskin Tak Bisa Duduk Bersama;Kamis, 07 Des 2023;CNN Indonesia;Calon presiden (Capres) nomor urut 1 Anies Rasyid Baswedan menyindir pembangunan Jalan Tol Trans Sumatera (JTTS) saat kampanye Pilpres 2024 di Lampung.;https://www.cnnindonesia.com/nasional/20231207175513-617-1034302/sentil-tol-sumatera-anies-sindir-kaya-miskin-tak-bisa-duduk-bersama
Budiman soal Gibran Absen Debat di TV: Bukan Pendebat Profesional;Kamis, 07 Des 2023;CNN Indonesia;Direktur Juru Debat Tim Kampanye Nasional (TKN) Prabowo Subianto-Gibran Rakabuming, Budiman Sudjatmiko mengungkap alasan cawapres Gibran putra Jokowi tak hadir ke acara dialog Pilpres 2024 yang digelar salah satu televisi nasional tadi malam, Rabu (6/12).;https://www.cnnindonesia.com/nasional/20231207165535-617-1034273/budiman-soal-gibran-absen-debat-di-tv-bukan-pendebat-profesional
Kader Akar Rumput PPP Jatim Dukung Prabowo-Gibran di Pilpres 2024;Kamis, 07 Des 2023;CNN Indonesia;Sejumlah kader PPP dari berbagai kabupaten/kota di Jawa Timur yang tergabung dalam Kornas Petiga menyatakan dukungan kepada pasangan nomor urut 2 Prabowo Subianto-Gibran Rakabuming Raka.;https://www.cnnindonesia.com/nasional/20231207171256-617-1034284/kader-akar-rumput-ppp-jatim-dukung-prabowo-gibran-di-pilpres-2024
Cak Imin Sentil Kartu Prakerja: Sekarang Jadi Nonton YouTube Dibayar;Kamis, 07 Des 2023;CNN Indonesia;Calon wakil presiden nomor urut 1 Muhaimin Iskandar alias Cak Imin mengkritik program Kartu Prakerja yang dijalankan Presiden Joko Widodo (Jokowi). Menurutnya, implementasi program itu kini tak sesuai dengan rancangan awal.;https://www.cnnindonesia.com/nasional/20231207171753-617-1034288/cak-imin-sentil-kartu-prakerja-sekarang-jadi-nonton-youtube-dibayar
TKN Klaim Siapkan Prabowo-Gibran Tampil Debat Sendiri-sendiri;Kamis, 07 Des 2023;CNN Indonesia;Direktur Juru Debat Tim Kampanye Nasional (TKN) Prabowo-Gibran, Budiman Sudjatmiko, mengatakan format debat calon presiden dan calon wakil presiden yang saling mendampingi justru merugikan pasangan nomor urut 2.;https://www.cnnindonesia.com/nasional/20231207164741-617-1034268/tkn-klaim-siapkan-prabowo-gibran-tampil-debat-sendiri-sendiri
Terancam Dipecat PSI, Ade Armando Mengaku Bakal Patuh;Kamis, 07 Des 2023;CNN Indonesia;Politikus Partai Solidaritas Indonesia (PSI) Ade Armando menyatakan akan patuh walaupun dipecat oleh Ketua Umum PSI Kaesang Pangarep atas konsekuensi dari sentilannya soal politik dinasti di Daerah Istimewa Yogyakarta (DIY) yang menjadi polemik panjang.;https://www.cnnindonesia.com/nasional/20231207163525-32-1034261/terancam-dipecat-psi-ade-armando-mengaku-bakal-patuh
NasDem Cek Kebenaran Calegnya Somasi Tiktoker Videokan Cabut Stiker;Kamis, 07 Des 2023;CNN Indonesia;DPW Partai NasDem Jawa Timur akan mencari tahu duduk persoalan Tiktoker Agus Gemoy yang diduga disomasi oleh timses caleg usai mengunggah video mencopot stiker di rumahnya.;https://www.cnnindonesia.com/nasional/20231207150721-617-1034195/nasdem-cek-kebenaran-calegnya-somasi-tiktoker-videokan-cabut-stiker
Advokat Somasi Jokowi soal Dinasti Politik, Istana Buka Suara;Kamis, 07 Des 2023;CNN Indonesia;Sejumlah advokat yang tergabung dalam Tim Pembela Demokrasi Indonesia (TPDI) dan Perekat Nusantara melayangkan somasi ke Presiden Joko Widodo karena dugaan dinasti politik.;https://www.cnnindonesia.com/nasional/20231206162618-12-1033746/advokat-somasi-jokowi-soal-dinasti-politik-istana-buka-suara
Timnas AMIN Klaim Hasil Kesepakatan Debat Cawapres Tak Ditemani Capres;Kamis, 07 Des 2023;CNN Indonesia;Co-captain Tim Nasional (Timnas) Pemenangan Anies Baswedan-Muhaimin Iskandar (AMIN), Jumhur Hidayat membantah pernyataan Ketua KPU Hasyim Asy'ari yang mengatakan para capres akan tetap berdiri di panggung untuk mendampingi cawapres sesi debat khusus cawapres.;https://www.cnnindonesia.com/nasional/20231207124749-617-1034099/timnas-amin-klaim-hasil-kesepakatan-debat-cawapres-tak-ditemani-capres
Jokowi Bantah Buntuti Kampanye Ganjar: Ndak Seperti Itu;Kamis, 07 Des 2023;CNN Indonesia;Presiden Joko Widodo membantah dugaan yang menyebut dirinya membuntuti kampanye calon presiden nomor urut 3 Ganjar Pranowo.;https://www.cnnindonesia.com/nasional/20231207112739-617-1034064/jokowi-bantah-buntuti-kampanye-ganjar-ndak-seperti-itu
Cak Imin Mau Punya Mendikbud Berpengalaman Akademis seperti Anies;Kamis, 07 Des 2023;CNN Indonesia;Calon wakil presiden nomor urut 1, Muhaimin Iskandar alias Cak Imin, mengungkap kriteria Menteri Pendidikan yang akan ditunjuknya jika menang di Pilpres 2024.;https://www.cnnindonesia.com/nasional/20231207105250-617-1034052/cak-imin-mau-punya-mendikbud-berpengalaman-akademis-seperti-anies
KPU Buka Opsi Debat Capres-cawapres Bisa Diakses via Streaming;Kamis, 07 Des 2023;CNN Indonesia;Komisi Pemilihan Umum (KPU) membuka kemungkinan menayangkan debat capres-cawapres secara streaming agar bisa diakses masyarakat dari banyak platform.;https://www.cnnindonesia.com/nasional/20231207104845-617-1034049/kpu-buka-opsi-debat-capres-cawapres-bisa-diakses-via-streaming
Poin-poin Format Panggung Debat Capres dan Cawapres;Kamis, 07 Des 2023;CNN Indonesia;Teknis gelaran debat calon presiden dan calon wakil presiden akhirnya ditetapkan Komisi Pemilihan Umum (KPU). Keputusan diambil dalam rapat koordinasi persiapan pelaksanaan debat capres-cawapres di kantor KPU, Jakarta, Rabu (6/12).;https://www.cnnindonesia.com/nasional/20231207102014-617-1034030/poin-poin-format-panggung-debat-capres-dan-cawapres
KPU: YouTuber Boleh Diusulkan Jadi Moderator Debat Capres-Cawapres;Kamis, 07 Des 2023;CNN Indonesia;Komisi Pemilihan Umum (KPU) memperbolehkan ketiga tim pasangan calon presiden (capres) dan calon wakil presiden (cawapres) mengusulkan Youtuber hingga kreator konten menjadi moderator debat Pilpres 2024.;https://www.cnnindonesia.com/nasional/20231207091820-617-1033999/kpu-youtuber-boleh-diusulkan-jadi-moderator-debat-capres-cawapres
Gibran Absen Debat TV Jadi Sorotan, Muhaimin dan Mahfud Tuai Pujian;Kamis, 07 Des 2023;CNN Indonesia;Empat perwakilan mahasiswa dari kampus yang berbeda kompak memuji kehadiran calon wakil presiden nomor urut satu dan tiga, Muhaimin Iskandar dan Mahfud MD, yang hadir memenuhi undangan debat cawapres soal anak muda, Rabu (6/12) malam.;https://www.cnnindonesia.com/nasional/20231207072742-617-1033956/gibran-absen-debat-tv-jadi-sorotan-muhaimin-dan-mahfud-tuai-pujian
INFOGRAFIS: Lokasi Kampanye Perdana Capres-Cawapres 2024;Kamis, 07 Des 2023;CNN Indonesia;Para peserta Pilpres 2024 sudah mulai menggunakan masa kampanye untuk menemui masyarakat. Lokasi yang dipilih berbeda-beda.;https://www.cnnindonesia.com/nasional/20231206192455-620-1033845/infografis-lokasi-kampanye-perdana-capres-cawapres-2024
Ramai Kader Demokrat Hijrah Dukung Anies-Imin di Pilpres 2024;Kamis, 07 Des 2023;CNN Indonesia;Sejumlah pendiri dan mantan kader Partai Demokrat mendukung pasangan Anies Baswedan-Muhaimin Iskandar (AMIN) di Pilpres 2024.;https://www.cnnindonesia.com/nasional/20231207063427-617-1033933/ramai-kader-demokrat-hijrah-dukung-anies-imin-di-pilpres-2024
Gaya Kampanye Ganjar-Mahfud Sepekan: Ungkit KKN, Tingkatkan Pendidikan;Kamis, 07 Des 2023;CNN Indonesia;Calon presiden dan wakil presiden nomor urut tiga, Ganjar Pranowo dan Mahfud MD banyak menyinggung soal pemerintahan bersih dari korupsi, KKN, dan pemerataan akses pendidikan selama sepekan kampanye di beberapa daerah.;https://www.cnnindonesia.com/nasional/20231206202943-617-1033870/gaya-kampanye-ganjar-mahfud-sepekan-ungkit-kkn-tingkatkan-pendidikan
Gaya Kampanye Prabowo-Gibran Sepekan: Bagikan Susu, Pidato Hilirisasi;Kamis, 07 Des 2023;CNN Indonesia;Dari sunroof mobilnya, Prabowo Subianto menyapa warga yang berjejer di pinggir jalan menuju Pondok Pesantren Miftahul Huda, Tasikmalaya, Jawa Barat. Itu adalah tujuan di hari perdananya berkampanye pada Sabtu (2/12).;https://www.cnnindonesia.com/nasional/20231206201436-617-1033865/gaya-kampanye-prabowo-gibran-sepekan-bagikan-susu-pidato-hilirisasi
Gaya Kampanye AMIN Sepekan: Acara Milenial, Kerap Ucapkan Perubahan;Kamis, 07 Des 2023;CNN Indonesia;"""Ibu-ibu bapak-bapak, kebutuhan pokok harganya murah apa mahal? Mahal. Kita teruskan tidak? Kita teruskan, nyok? Tidak mau? Perlunya apa? Perubahan.""";https://www.cnnindonesia.com/nasional/20231206194320-617-1033849/gaya-kampanye-amin-sepekan-acara-milenial-kerap-ucapkan-perubahan
Gibran Janji Bakal Tingkatkan Perlindungan Perempuan dan Anak;Kamis, 07 Des 2023;CNN Indonesia;Cawapres nomor urut 2, Gibran Rakabuming Raka, berjanji bakal meningkatkan perlindungan terhadap perempuan dan anak-anak. Ia berjanji melakukan hal tersebut apabila terpilih dan menjadi pemenang Pilpres 2024.;https://www.cnnindonesia.com/nasional/20231207030401-617-1033909/gibran-janji-bakal-tingkatkan-perlindungan-perempuan-dan-anak
Sekjen PDIP Sebut Prabowo Tak Bisa Blusukan seperti Ganjar-Mahfud;Kamis, 07 Des 2023;CNN Indonesia;Sekretaris Jenderal PDIP Hasto Kristiyanto menilai bahwa calon presiden dan wakil presiden nomor urut 3 yang diusung partainya, Ganjar Pranowo dan Mahfud MD lebih lincah dan memiliki kemampuan untuk menyapa rakyat di bawah.;https://www.cnnindonesia.com/nasional/20231206192934-617-1033844/sekjen-pdip-sebut-prabowo-tak-bisa-blusukan-seperti-ganjar-mahfud
KPU: Tim Paslon Boleh Hadir di Debat Pilpres 2024 Maksimal 50 Orang;Kamis, 07 Des 2023;CNN Indonesia;Komisi Pemilihan Umum (KPU) memperbolehkan setiap tim pasangan calon presiden (capres) dan wakil presiden (cawapres) membawa timnya hadir saat debat Pilpres 2024.;https://www.cnnindonesia.com/nasional/20231206202338-617-1033867/kpu-tim-paslon-boleh-hadir-di-debat-pilpres-2024-maksimal-50-orang
Cak Imin Malu-malu Ungkap Rencana Evaluasi Program Kartu Prakerja;Kamis, 07 Des 2023;CNN Indonesia;Cawapres nomor urut 1 Muhaimin Iskandar alias Cak Imin tak ingin secara gamblang mengungkapkan rencana mengevaluasi secara menyeluruh program kartu prakerja yang telah dijalankan Presiden Joko Widodo.;https://www.cnnindonesia.com/nasional/20231207033938-617-1033910/cak-imin-malu-malu-ungkap-rencana-evaluasi-program-kartu-prakerja
TPN Ganjar-Mahfud Usul Debat Capres-Cawapres Digelar di Kampus;Kamis, 07 Des 2023;CNN Indonesia;Tim Pemenangan Nasional (TPN) Ganjar Pranowo-Mahfud MD mengusulkan debat calon presiden (capres) dan wakil presiden (wapres) untuk Pilpres 2024 digelar di kampus dengan format town hall.;https://www.cnnindonesia.com/nasional/20231207012933-617-1033903/tpn-ganjar-mahfud-usul-debat-capres-cawapres-digelar-di-kampus
